RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
15263,James Golding,,crewe-alexandra,CB,60,62,27,43,51,60,60
15267,Ciaran Brennan,,newport-county,CB,60,63,24,44,45,60,66
15282,Harrison Holgate,,fleetwood-town,CB,60,60,25,38,48,60,66
15293,Robbie Cundy,,cheltenham-town,CB,60,55,26,39,47,60,67
15295,Joy Mukena,,crawley-town,CB,60,55,31,37,45,60,65
15298,Finley Potter,,fleetwood-town,CB,60,60,25,37,43,60,67
15314,Josh Gordon,,barrow,ST,59,77,57,50,61,46,73
15320,Matúš Holíček,,crewe-alexandra,CM,59,74,52,59,63,50,60
15321,Joel Cotterill,,bristol-rovers,CM,59,70,55,56,60,51,65
15326,Kyran Lofthouse,,burton-albion,RM,59,77,45,52,61,54,64
15330,Liam Coyle,,accrington,CM,59,61,51,56,60,57,67
15332,Courtney Clarke,,walsall,RB,59,78,45,53,59,50,66
15335,Basil Tuma,,reading,ST,59,90,54,48,58,38,63
15336,Noah Mawene,,preston,CM,59,65,54,56,62,55,59
15339,Lewis Thomas,,bristol-city,GK,59,59,58,57,60,57,58
15341,Matthew Dennis,,notts-county,ST,59,84,56,45,60,39,65
15343,Jake Richards,,luton-town,CM,59,71,51,57,61,55,54
15345,Cameron Antwi,,newport-county,CM,59,63,48,55,60,56,66
15347,Isaac Fletcher,,barrow,CM,59,60,55,58,58,51,66
15352,Jack Shorrock,,port-vale,LB,59,77,48,53,57,54,58
15357,Stephen Duke-McKenna,,harrogate-town,CAM,59,80,48,58,63,54,43
15361,Ade Adeyemo,,crawley-town,RM,59,75,56,54,58,43,60
15366,Haji Mnoga,,salford-city,RB,59,79,34,47,54,53,78
15377,Nelson Khumbeni,,gillingham,CDM,59,66,50,53,59,56,60
15378,Jonny Williams,,gillingham,CM,59,63,58,60,66,53,43
15379,Ryan Boot,,chesterfield,GK,59,61,58,53,55,58,58
15383,Jaylan Pearman,,qpr,ST,59,70,60,59,59,42,53
15385,Jenson Metcalfe,,bradford-city,CDM,59,64,49,56,59,55,60
15387,Stuart Moore,,wycombe,GK,59,60,58,56,60,49,59
15389,Jack Hinchy,,notts-county,CM,59,61,52,57,58,55,59
15392,Rhys Browne,,barnet,CAM,59,86,50,51,63,30,61
15393,Adam Senior,,barnet,CB,59,73,40,46,54,55,73
15395,Dan Martin,,accrington,CDM,59,67,45,53,57,53,66
15407,Josh Austerfield,,salford-city,CDM,59,67,45,55,57,55,60
15410,Dylan Duffy,,chesterfield,LM,59,72,52,53,60,44,58
15411,John-Kymani Gordon,,colchester,LM,59,80,56,50,60,34,59
15421,Reece Smith,,harrogate-town,LM,59,80,54,52,61,34,56
15423,Lee Angol,,cheltenham-town,ST,59,75,57,54,59,29,63
15425,Ben Radcliffe,,crawley-town,CB,59,63,45,51,54,58,66
15435,Jake Evans,,leicester-city,RM,59,72,59,49,64,31,60
15439,Reagan Ogle,,oldham-athletic,CB,59,72,33,50,55,58,67
15445,Mathew Hudson,,oldham-athletic,GK,59,58,59,53,58,46,60
15446,Oliver Hawkins,,barnet,ST,59,41,59,49,51,53,81
15456,Ryan Galvin,,barnet,LB,59,83,35,49,57,52,57
15457,Kamarai Swyer,,northampton,CAM,59,67,56,56,62,36,56
15472,Matt Young,,salford-city,GK,59,59,58,58,60,38,58
15473,Tyler Walton,,accrington,ST,59,69,56,52,58,31,64
15481,Jack Bycroft,,exeter-city,GK,59,61,56,56,60,38,59
15484,Reyes Cleary,,barnsley,ST,59,74,57,44,58,29,68
15496,Zico Asare,,harrogate-town,RB,59,88,27,41,54,54,64
15518,Shawn McCoulsky,,harrogate-town,ST,59,90,56,37,58,20,65
15523,Connor O'Brien,,accrington,RB,59,79,29,46,56,52,64
15526,Joe Garner,,oldham-athletic,ST,59,44,62,53,59,44,63
15531,Sonny Aljofree,,notts-county,CB,59,70,27,51,50,58,69
15544,Devan Tanton,,chesterfield,RB,59,68,33,45,57,55,65
15545,Finley Munroe,,swindon-town,LB,59,64,37,47,50,57,67
15551,Reece Staunton,,grimsby-town,LB,59,69,26,49,56,56,66
15595,Kaheim Dixon,,crawley-town,ST,59,85,57,46,57,20,53
15603,Freddie Issaka,,bristol-rovers,ST,59,79,58,49,61,20,51
15606,Divin Mubama,,stoke-city,ST,59,72,58,44,58,27,59
15607,Fábio Jaló,,barnsley,ST,59,76,57,47,62,25,51
15617,Josh Davison,,tranmere-rovers,ST,59,64,57,44,55,19,78
15642,Lewis Shipley,,barrow,LB,59,68,28,45,52,55,67
15656,Seámus Conneely,,accrington,CDM,59,35,49,54,55,58,62
15660,Benicio Baker,,millwall,RM,59,82,53,53,64,27,34
15661,Jake Batty,,blackburn-rovers,LB,59,69,30,50,56,54,54
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
15673,Antwoine Hackford,,afc-wimbledon,ST,59,86,57,38,59,18,53
15684,Julian Larsson,,burton-albion,ST,59,72,58,48,60,22,50
15685,Josh Andrews,,gillingham,ST,59,65,58,44,53,20,70
15690,Jay Robinson,,southampton,ST,59,67,61,48,62,23,48
15700,Benn Ward,,accrington,CB,59,69,24,42,50,58,65
15710,Jamie Mullins,,wycombe,CAM,59,70,54,51,64,28,40
15711,Ben Knight,,cambridge-utd,RW,59,67,56,52,66,28,38
15745,Cameron Evans,,newport-county,CB,59,61,22,39,50,58,69
15752,Devon Matthews,,accrington,CB,59,60,27,39,43,58,69
15799,Delano McCoy-Splatt,,afc-wimbledon,CM,58,77,56,58,63,50,55
15800,Pedro Borges,,exeter-city,CM,58,73,50,54,61,53,68
15803,Antony Papadopoulos,,crawley-town,CM,58,71,53,57,60,53,61
15804,Matt Dibley-Dias,,chesterfield,CM,58,68,58,59,63,53,54
15806,David Worrall,,barrow,RB,58,67,55,59,61,52,56
15810,Kane Thompson-Sommers,,mk-dons,CM,58,69,47,56,56,55,64
15811,Charlie Wellens,,leyton-orient,CM,58,64,54,58,60,55,56
15815,Luke Hannant,,oldham-athletic,LM,58,70,51,53,57,50,65
15817,Katia Kouyate,,barrow,LM,58,79,53,48,61,38,66
15818,Oscar Thorn,,lincoln-city,RM,58,89,49,47,56,48,56
15819,Jonathan Bland,,barnsley,CM,58,60,48,55,59,58,64
15824,Tom Hill,,harrogate-town,CM,58,64,50,56,57,52,64
15829,Osman Foyo,,afc-wimbledon,RM,58,80,59,51,57,28,67
15830,Kyle McAdam,,mansfield-town,LM,58,75,48,54,58,47,60
15832,Ryan Howley,,bristol-rovers,CAM,58,57,47,60,59,57,61
15836,Tommy Backwell,,cheltenham-town,CAM,58,69,46,56,61,53,56
15838,Taine Anderson,,cheltenham-town,LB,58,80,43,46,58,52,61
15839,Billy Waters,,oldham-athletic,ST,58,77,57,55,60,42,49
15853,Sam Hornby,,walsall,GK,58,60,57,54,62,51,54
15858,Michael Jacobs,,northampton,LM,58,60,57,59,60,48,51
15859,Lewis Ward,,swindon-town,GK,58,58,57,59,59,45,57
15862,Luca Woodhouse,,exeter-city,CB,58,67,43,51,54,57,63
15864,Tom Dean,,exeter-city,RM,58,78,46,52,55,45,58
15871,Daniel Chesters,,salford-city,RM,58,71,47,55,60,46,55
15899,Luke Butterfield,,chesterfield,CDM,58,64,42,53,54,56,61
15900,Sam Long,,bromley-fc,GK,58,62,55,59,58,42,54
15910,Jaze Kabia,,grimsby-town,RM,58,83,54,47,59,35,51
15911,Logan Pye,,accrington,LB,58,76,36,54,57,52,54
15912,Josh Seary,,preston,RB,58,67,42,53,58,52,57
15920,Freddie Sass,,accrington,LB,58,69,33,42,53,53,78
15926,Myles Roberts,,walsall,GK,58,63,55,52,61,38,59
15937,Ben Winterbottom,,barrow,GK,58,62,60,64,59,27,55
15945,Olabade Aluko,,leicester-city,LB,58,73,37,44,57,53,62
15946,Jason Lowe,,tranmere-rovers,CB,58,50,49,55,55,56,61
15947,Zak Lovelace,,millwall,ST,58,88,57,47,60,25,49
15960,Bradley Ihionvien,,shrewsbury,ST,58,80,55,42,55,25,68
15961,Joe Wormleighton,,northampton,RB,58,66,35,52,56,56,60
15963,Lenni Cirino,,gillingham,LB,58,78,36,46,59,51,54
15964,Charlie Whitaker,,tranmere-rovers,CAM,58,69,56,53,58,38,50
15968,Nick Akoto,,burton-albion,RB,58,67,38,48,53,54,63
15980,Jake Leake,,oldham-athletic,LB,58,69,36,49,56,54,58
15992,Mark Oxley,,harrogate-town,GK,58,56,56,60,58,30,60
15994,Rico Richards,,walsall,CAM,58,76,51,52,63,26,52
15998,Michael Kelly,,accrington,GK,58,59,58,56,58,29,59
16000,Zach Jeacock,,lincoln-city,GK,58,57,56,60,60,29,57
16001,Owen Mason,,mansfield-town,GK,58,61,57,58,58,29,56
16002,Kristi Montgomery,,blackburn-rovers,RB,58,73,36,51,57,52,50
16006,Kyle Scott,,crawley-town,CM,58,57,50,60,62,45,44
16010,Joel McGregor,,swindon-town,RB,58,77,37,50,58,51,45
16017,Jake Tabor,,swindon-town,ST,58,84,58,38,59,21,57
16029,Joe McDonnell,,afc-wimbledon,GK,58,58,56,54,62,28,58
16030,Kian Harratt,,oldham-athletic,ST,58,75,57,40,56,22,66
16035,Ryheem Sheckleford,,chesterfield,RB,58,74,31,42,54,54,60
16039,Lewis Billington,,crewe-alexandra,RB,58,66,34,46,48,57,64
16059,Jeremiah Okine-Peters,,reading,RW,58,78,52,50,59,26,48
16060,Luca Ashby-Hammond,,plymouth-argyle,GK,58,59,58,56,62,24,54
16061,Joe Hilton,,bradford-city,GK,58,57,58,55,60,29,54
16063,Kieren Flavell,,barnsley,GK,58,59,57,56,58,26,57
16068,Ross Fitzsimons,,northampton,GK,58,59,59,51,60,31,52
16071,Danny Cashman,,crawley-town,LW,58,81,55,49,60,20,47
16077,Jordan Wright,,newport-county,GK,58,61,54,58,61,21,56
16081,Chris Sze,,wigan-athletic,ST,58,67,57,49,58,27,53
16088,Jack Stevens,,oldham-athletic,ST,58,73,57,47,58,24,51
16098,Josh Woods,,accrington,ST,58,77,56,44,56,21,54
16105,Elijah Morrison,,bristol-city,LM,58,72,51,52,62,28,42
16109,Kelsey Mooney,,accrington,ST,58,69,57,42,55,21,63
16110,Geraldo Bajrami,,crawley-town,CB,58,61,37,38,47,58,66
16120,Sam Gale,,gillingham,CB,58,64,35,42,41,56,68
16127,Kerr Smith,,barrow,CB,58,64,28,41,49,56,67
16141,Callum Stewart,,shrewsbury,ST,58,77,56,44,56,20,50
16147,Tola Showunmi,,crawley-town,ST,58,54,56,43,54,25,70
16165,Ollie Kensdale,,barnet,CB,58,58,26,44,45,56,70
16167,Ephraim Yeboah,,bristol-city,RM,58,82,53,48,58,18,40
16187,Declan Skura,,wycombe,CB,58,64,26,39,42,59,64
16190,Will Sutton,,oldham-athletic,CB,58,59,29,37,44,57,67
16218,Lenny Agbaire,,rotherham-utd,CB,58,53,28,36,40,58,63
16235,Jack Grieves,,watford,RM,57,73,56,53,54,49,63
16236,Alex Henderson,,accrington,CAM,57,70,52,55,57,45,67
16239,Brooklyn Ilunga,,bromley-fc,LM,57,80,49,52,59,47,57
16244,Harry McHugh,,wigan-athletic,CM,57,73,49,56,59,54,52
16248,Géza Dávid-Turi,,grimsby-town,CM,57,68,51,56,57,49,59
16249,Jack Perkins,,northampton,CM,57,67,52,57,60,50,54
16252,Kallum Cesay,,salford-city,CM,57,62,53,55,55,54,61
16258,Harry Pell,,cheltenham-town,CM,57,47,58,58,54,55,66
16260,Oliver Hammond,,oldham-athletic,CM,57,66,51,52,60,49,60
16270,Joe Kizzi,,barnet,CB,57,66,44,49,51,56,69
16274,Joe Snowdon,,swindon-town,CAM,57,65,51,54,58,52,54
16278,Charlie Caton,,accrington,ST,57,74,55,51,58,38,57
16279,Ronan Maher,,walsall,CAM,57,75,54,54,62,43,45
16280,Elyh Harrison,,shrewsbury,GK,57,57,55,59,58,48,56
16286,Billy Kirkman,,swindon-town,LB,57,72,41,50,51,52,65
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
16299,Tom Davies,,newport-county,LB,57,73,39,54,55,50,58
16301,Joe Thomas,,newport-county,RB,57,73,43,45,54,52,61
16308,Brandon Khela,,peterborough,CM,57,60,48,57,58,47,58
16309,Kyreece Lisbie,,colchester,RM,57,89,47,47,56,37,52
16310,Aron Sasu,,afc-wimbledon,LM,57,78,48,50,59,33,60
16325,Matty Carson,,grimsby-town,LB,57,64,44,53,53,52,59
16330,Vontae Daley-Campbell,,chesterfield,RB,57,68,39,50,52,52,63
16336,Tom Smith,,colchester,GK,57,59,55,58,59,37,55
16342,Sam Parker,,swansea-city,RB,57,69,37,48,55,53,60
16346,Habeeb Ogunneye,,newport-county,RB,57,73,29,51,62,53,53
16349,Charlie Warren,,bolton,RM,57,71,57,51,57,27,57
16354,Oliver Greaves,,newport-county,CAM,57,65,54,52,59,38,51
16356,Nathan Broome,,bolton,GK,57,56,58,57,58,36,54
16368,Aribim Pepple,,plymouth-argyle,ST,57,73,55,40,56,27,67
16373,Owen Oseni,,plymouth-argyle,ST,57,74,58,43,57,28,57
16387,Michael Spellman,,newport-county,LW,57,70,51,52,58,33,51
16414,Damola Ajayi,,doncaster,RM,57,75,55,47,61,28,46
16429,Joe Murphy,,tranmere-rovers,GK,57,56,57,56,56,27,58
16431,Dan Cox,,walsall,CB,57,69,25,41,49,54,72
16435,Will Blackmore,,peterborough,GK,57,60,57,55,57,24,57
16437,James Pradic,,preston,GK,57,59,58,52,56,30,55
16468,Tom Donaghy,,oldham-athletic,GK,57,58,55,55,57,25,56
16475,Jake Bickerstaff,,cheltenham-town,ST,57,71,55,41,57,18,63
16483,Christian Nwachukwu,,sheffield-utd,LM,57,78,55,48,62,22,39
16502,Jaden Warner,,newport-county,CB,57,66,25,44,47,55,65
16507,Igor Tyjon,,blackburn-rovers,ST,57,69,57,45,59,21,50
16510,Joe Wright,,barnet,GK,57,57,54,55,59,18,58
16517,Marcus Dinanga,,bromley-fc,ST,57,71,56,43,57,19,54
16523,Ben Lloyd,,newport-county,CAM,57,70,51,53,60,30,35
16537,Kayden Hughes,,fleetwood-town,CB,57,66,26,37,44,56,67
16542,Michael Forbes,,northampton,CB,57,53,31,42,48,56,65
16560,Filozofe Mabete,,swindon-town,CB,57,63,29,37,41,57,64
16567,Bobby Faulkner,,harrogate-town,CB,57,66,27,37,38,56,66
16576,Finn Delap,,burton-albion,CB,57,63,24,36,42,56,66
16577,Seán Grehan,,doncaster,CB,57,53,24,43,48,57,61
16582,Kaelan Casey,,swansea-city,CB,57,57,30,39,41,58,60
16602,Tyler Sackey,,reading,CM,56,68,53,54,55,52,59
16609,Josh Johnson,,oxford-united,CM,56,66,49,53,58,51,60
16612,Kai Whitmore,,newport-county,CM,56,64,50,54,58,47,62
16613,Kai Payne,,oldham-athletic,CM,56,64,52,55,58,51,55
16614,Harrison Sohna,,cheltenham-town,CM,56,66,43,56,60,52,58
16619,Sean Fusire,,sheffield-wed,CM,56,72,49,53,58,50,52
16623,George Morrison,,fleetwood-town,CM,56,70,50,54,58,43,56
16625,Rhys Walters,,port-vale,CM,56,67,48,55,59,47,55
16628,Mihail Polendakov,,sheffield-utd,RB,56,77,42,49,56,50,56
16632,Nathan Tinsdale,,hull-city,CM,56,67,52,54,60,47,49
16642,Rio Shipston,,sheffield-wed,CM,56,67,47,56,55,55,47
16645,Shay Spencer,,reading,CDM,56,64,43,51,55,53,60
16649,John Ryan,,reading,LB,56,75,44,50,53,51,53
16650,Caleb Roberts,,plymouth-argyle,CM,56,66,42,53,60,49,56
16666,Cameron Ashia,,huddersfield,CAM,56,71,53,50,58,33,57
16670,Charlie Finney,,crewe-alexandra,LB,56,72,46,52,56,50,46
16676,Jay Bird,,salford-city,ST,56,73,53,45,54,32,64
16677,Ashqar Ahmed,,reading,RB,56,75,32,46,51,51,65
16689,Esquerdinha,,qpr,LB,56,74,38,50,53,49,54
16695,Ben Lomax,,port-vale,RB,56,73,31,45,51,53,64
16709,Joseph Gbode,,luton-town,ST,56,84,53,35,54,20,68
16719,Max Metcalfe,,stockport,GK,56,58,54,53,57,35,55
16720,Adrien Thibaut,,crewe-alexandra,ST,56,76,54,41,55,25,61
16721,Mathaeus Roberts,,stevenage,CAM,56,69,51,54,59,33,46
16723,Glenn McConnell,,cambridge-utd,CAM,56,58,49,54,58,44,49
16736,Tom Cursons,,harrogate-town,ST,56,70,55,43,55,29,58
16737,Ehije Ukaki,,sheffield-utd,RM,56,75,52,51,58,26,48
16745,Micah Mbick,,colchester,ST,56,64,55,45,54,29,63
16746,Marcus Wyllie,,gillingham,ST,56,77,55,40,55,23,59
16763,Kevin Berkoe,,salford-city,LB,56,78,28,40,50,51,60
16772,Ollie Wright,,accrington,GK,56,56,55,54,57,29,55
16778,Jaden Dixon,,stoke-city,CB,56,67,31,43,49,54,61
16790,Rico Browne,,walsall,CB,56,64,26,42,50,52,69
16793,Tom Booth,,crewe-alexandra,GK,56,55,55,54,56,29,54
16794,Andrew Wogan,,stockport,GK,56,57,54,55,57,26,54
16806,Zak Bradshaw,,cambridge-utd,LB,56,60,26,45,51,54,64
16816,Favour Fawunmi,,stoke-city,RM,56,70,52,51,59,25,42
16845,Billy Blacker,,tranmere-rovers,LM,56,69,52,52,58,29,35
16849,Ollie Dewsbury,,bristol-rovers,LW,56,67,53,50,56,23,46
16852,Lee Jenkins,,newport-county,CB,56,66,27,37,41,55,68
16861,Charlie Waller,,mk-dons,CB,56,62,27,40,40,55,67
16863,Dovydas Sasnauskas,,sheffield-utd,CB,56,60,32,38,42,56,62
16878,Ciaran McGuckin,,rotherham-utd,ST,56,60,56,42,53,16,59
16887,Thomas Wilson-Brown,,swindon-town,CB,56,60,26,35,41,55,64
16905,Reuben Swann,,portsmouth,CM,55,68,49,53,57,53,58
16912,Tommy McDermott,,shrewsbury,CM,55,73,49,52,60,47,54
16917,Daniel Watts,,swansea-city,CM,55,68,50,54,60,52,47
16923,George Hoddle,,cambridge-utd,CM,55,66,51,52,58,50,51
16924,Jacob Knightbridge,,oxford-united,GK,55,54,56,56,55,52,54
16934,Keenan Patten,,newport-county,CDM,55,67,44,51,52,53,57
16937,Oisin Gallagher,,lincoln-city,CDM,55,59,43,54,55,51,61
16940,Ben Hatton,,rotherham-utd,CAM,55,68,47,52,56,50,49
16954,Law McCabe,,plymouth-argyle,CAM,55,71,48,53,57,39,51
16957,Elliot Myles,,norwich,CAM,55,84,46,51,56,33,47
16958,Ronan Kpakio,,cardiff-city,RB,55,74,36,50,57,48,52
16965,Marcus Ifill,,bromley-fc,LM,55,80,45,48,57,39,47
16967,Noah Phillips,,leyton-orient,GK,55,56,53,52,57,43,54
16975,Jack Hazlehurst,,burton-albion,CAM,55,62,54,53,56,39,49
16978,Neo Dobson,,northampton,ST,55,84,51,36,58,27,57
16986,Michael Reindorf,,newport-county,CAM,55,75,51,51,56,24,54
16993,Owen Devonport,,fleetwood-town,ST,55,71,53,42,54,29,61
17003,Sebastian Auton,,grimsby-town,GK,55,56,52,55,57,34,54
17008,Michael Adu-Poku,,barrow,ST,55,80,51,40,57,18,62
17011,Soul Kader,,bromley-fc,ST,55,74,53,40,54,25,60
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
17020,Cameron Gardner,,grimsby-town,ST,55,75,53,43,54,19,61
17030,Harry Webster,,gillingham,RB,55,69,33,42,50,52,56
17031,Luke Hewitson,,fleetwood-town,GK,55,56,53,54,55,31,53
17047,Max Jolliffe,,colchester,CDM,55,59,33,47,46,54,61
17056,Tanatswa Nyakuhwa,,cardiff-city,RM,55,76,47,49,58,27,41
17063,Hamish Douglas,,rotherham-utd,CB,55,65,25,44,48,53,63
17069,Sol Solomon,,tranmere-rovers,ST,55,70,55,41,55,26,49
17094,Ajay Matthews,,millwall,ST,55,67,54,44,53,23,49
17095,Kane Drummond,,oldham-athletic,ST,55,73,54,38,53,23,49
17096,Jamie Pardington,,lincoln-city,GK,55,55,53,53,56,19,54
17106,Connor Barratt,,barnsley,CB,55,65,25,35,42,54,61
17115,Dylan Lawlor,,cardiff-city,CB,55,59,27,37,42,54,58
17120,Jokūbas Mažionis,,cheltenham-town,CB,55,50,29,35,40,54,65
17138,Ibrahim Fullah,,charlton-ath,CM,54,67,49,52,58,46,53
17154,Callum Tripp,,mk-dons,CB,54,67,40,45,48,52,66
17159,Euan Williams,,gillingham,CM,54,66,49,50,56,43,52
17170,Owen Lunt,,crewe-alexandra,CM,54,66,48,49,56,44,48
17181,Alfie Marriott,,watford,GK,54,57,55,54,55,37,49
17198,Tom Watson,,wigan-athletic,GK,54,54,53,53,56,32,53
17205,Lucca Mendonça,,peterborough,CB,54,62,31,45,47,52,62
17218,Aaron James,,wrexham,CB,54,67,27,38,46,54,64
17219,James Dadge,,northampton,GK,54,52,52,57,55,25,55
17220,Luke Faxon,,sheffield-utd,GK,54,54,53,53,56,27,52
17221,Mamadou Diallo,,cheltenham-town,GK,54,56,53,52,55,26,53
17222,Laurie Shala,,wycombe,GK,54,54,52,55,54,28,52
17223,Brad Mayo,,birmingham-city,GK,54,53,53,55,52,28,53
17227,Brad Young,,bristol-rovers,GK,54,55,53,54,55,24,53
17229,Reece Wilson,,rotherham-utd,ST,54,64,56,42,54,30,47
17248,Matthew Turner,,cardiff-city,GK,54,54,53,52,55,22,52
17252,Daeshon Lawrence,,bolton,ST,54,67,53,42,53,23,48
17257,Louis Flower,,crawley-town,ST,54,70,52,40,53,17,53
17267,Harry Griffiths,,notts-county,GK,54,55,53,52,53,16,54
17276,Matthew Litherland,,blackburn-rovers,CB,54,61,27,37,44,53,57
17279,Harrison Duncan,,rotherham-utd,CB,54,62,30,35,41,53,57
17292,Jack Evans,,harrogate-town,CM,53,67,47,51,52,53,65
17296,Charlie Cummins,,exeter-city,CM,53,64,45,52,54,51,61
17303,Ryan Doherty,,stevenage,CM,53,67,49,52,61,48,44
17307,Patrick Matejko,,barnet,CM,53,66,44,50,54,45,59
17327,Micah Anthony,,bristol-rovers,LW,53,77,47,44,57,35,46
17337,Harry Clout,,portsmouth,CAM,53,71,48,51,57,32,43
17338,Fin Roberts,,crewe-alexandra,ST,53,79,53,39,54,24,52
17341,Liam Roberts,,fleetwood-town,RM,53,74,44,45,56,35,47
17343,Henry Brown,,grimsby-town,CAM,53,72,45,50,55,31,47
17346,Phoenix Scholtz,,mk-dons,RB,53,75,31,44,50,47,53
17361,George Alston,,swindon-town,CAM,53,67,42,51,58,32,44
17374,Kamil Dudek,,burton-albion,GK,53,53,52,51,53,29,52
17378,Zak Baker,,plymouth-argyle,GK,53,51,55,50,56,28,50
17379,Max Woodford,,stevenage,GK,53,52,53,51,51,30,53
17381,Nicholas Michalski,,blackburn-rovers,GK,53,54,52,53,52,27,51
17386,Stan Dancey,,crewe-alexandra,RB,53,74,28,41,46,48,51
17395,Che Gardner,,stockport,ST,53,75,54,42,58,17,40
17397,Kyrell Malcolm,,salford-city,RM,53,80,44,45,55,22,40
17402,Ashton Rinaldo,,chesterfield,GK,53,54,52,52,53,22,51
17403,Dillon Addai,,bromley-fc,GK,53,55,55,48,47,25,54
17405,Dan Ellison,,bristol-rovers,CB,53,61,27,41,44,51,59
17406,Harry Ibbitson,,bradford-city,ST,53,65,54,30,46,20,68
17409,Zac Hadi,,bradford-city,GK,53,52,51,51,53,24,51
17411,Frankie Phillips,,exeter-city,GK,53,53,52,50,54,22,50
17430,Sam Inwood,,bolton,CB,53,57,28,35,40,53,57
17434,Phil Croker,,crewe-alexandra,CB,53,54,26,34,38,53,62
17436,Josh Tomlinson,,northampton,CB,53,60,26,31,34,50,65
17441,George Goodman,,bradford-city,CB,53,58,21,31,34,53,59
17442,Ed James,,exeter-city,CB,53,54,24,32,32,53,61
17444,Emmanuel Osho,,reading,RW,52,76,36,47,55,52,59
17445,Liam Oakes,,exeter-city,CM,52,69,42,52,56,50,52
17446,Jack Blower,,barnet,CM,52,67,45,51,54,43,61
17448,Harry Sidwell,,afc-wimbledon,CM,52,66,45,52,53,47,55
17449,Gbolahan Okewoye,,lincoln-city,CM,52,67,45,50,55,46,55
17451,Dakarai Mafico,,cardiff-city,CM,52,67,45,50,56,47,48
17453,Harry Tustin,,cheltenham-town,CM,52,70,46,53,57,38,48
17462,Harry Ashfield,,wrexham,CM,52,62,40,48,54,45,55
17464,Jack Newall,,burton-albion,ST,52,67,53,43,54,37,49
17477,George Birch,,exeter-city,CAM,52,72,45,49,56,38,38
17485,Ted Cann,,rotherham-utd,GK,52,52,53,52,53,37,50
17495,Robson Woodcock,,barnsley,LB,52,65,33,45,49,47,54
17518,Jake Oram,,doncaster,GK,52,53,49,48,55,31,51
17535,Jaiden Bartolo,,wycombe,ST,52,70,51,40,52,21,49
17541,Kieran Wilson,,exeter-city,ST,52,58,51,39,48,22,64
17543,Joe Hatch,,plymouth-argyle,ST,52,70,51,42,51,20,47
17550,Tom King,,cheltenham-town,ST,52,72,51,37,53,22,44
17563,Ethan Sutcliffe,,afc-wimbledon,CB,52,64,23,38,36,51,63
17570,Will Johnson,,fleetwood-town,CB,52,61,24,32,36,51,66
17575,Ellis Bates,,stevenage,CB,52,57,26,35,39,53,55
17590,Josh Williams,,tranmere-rovers,CM,51,66,40,49,52,44,58
17593,Josh Taroni,,burton-albion,CDM,51,62,39,45,52,50,57
17596,Oliver Armstrong,,crewe-alexandra,CM,51,69,46,50,54,40,44
17599,Freddy Willcox,,cheltenham-town,CM,51,66,40,50,58,42,45
17607,Calum Agius,,crewe-alexandra,CAM,51,73,44,49,53,29,48
17657,Moses Alexander-Walker,,newport-county,ST,51,69,49,38,50,19,47
17658,Marcus Etherington,,harrogate-town,CB,51,56,26,37,40,51,61
17660,Anjola Popoola,,accrington,ST,51,66,50,35,52,16,51
17661,Rohat Matyar,,barnet,CB,51,63,24,32,37,50,64
17668,Josh Smith,,accrington,CB,51,60,24,30,37,51,65
17671,Charlie Parks,,lincoln-city,CB,51,58,27,32,40,50,60
17673,Leo Young,,afc-wimbledon,CB,51,61,25,31,36,50,62
17684,Lucas Barnes,,harrogate-town,CM,50,68,38,51,51,47,54
17685,Stanley Skipper,,gillingham,CM,50,66,43,50,54,40,53
17686,Luca Moore,,crewe-alexandra,CM,50,72,43,49,55,42,45
17687,Corey Evans,,newport-county,CAM,50,68,45,49,53,41,50
17692,Connor Cook,,chesterfield,CM,50,67,40,50,51,43,50
,,,,,,,,,,,
RANK,PLAYER,NAT,TEAM,POS,OVR,PAC,SHO,PAS,DRI,DEF,PHY
,,,,,,,,,,,
17694,Charlie Hall,,accrington,CDM,50,65,37,47,46,46,55
17703,Sam Waller,,crewe-alexandra,GK,50,50,54,50,52,28,49
17710,James Rogerson,,accrington,GK,50,51,50,46,52,32,48
17724,Tom Finch,,mk-dons,GK,50,53,46,48,51,25,52
17823,Jenson Kilroy,,walsall,GK,48,50,46,53,51,35,44
